ID,File,Story,Characters,Tokens,Segments,JSD Avg,JSD Dev,JSD Avg Run,JSD Std Run
1,01_grimm_pg19068_rumpelstiltskin.txt,Rumpelstiltskin,5795,1124,12,0.6935369532701356,-0.09356502352180385,0.7871019767919395,0.03676708620690848
2,02_grimm_pg19068_rapunzel.txt,Rapunzel,7074,1393,14,0.8071761884729898,0.02007421168105028,0.7871019767919395,0.03676708620690848
3,03_grimm_pg19068_aschenputtel.txt,Aschenputtel,14053,2692,27,0.7970667606899743,0.00996478389803479,0.7871019767919395,0.03676708620690848
4,04_grimm_pg19068_little_red-cap.txt,Little Red-cap,7096,1332,14,0.7782930623936598,-0.008808914398279688,0.7871019767919395,0.03676708620690848
5,05_grimm_pg19068_the_sleeping_beauty.txt,The Sleeping Beauty,6839,1297,13,0.8285260433468706,0.04142406655493114,0.7871019767919395,0.03676708620690848
6,06_grimm_pg19068_hansel_and_grethel.txt,Hansel and Grethel,14806,2842,29,0.8031324417324596,0.016030464940520073,0.7871019767919395,0.03676708620690848
7,07_grimm_pg19068_snow-white.txt,Snow-white,15977,3043,31,0.817969387995115,0.030867411203175488,0.7871019767919395,0.03676708620690848
8,08_grimm_pg19068_the_golden_goose.txt,The Golden Goose,8334,1623,17,0.7548519657887139,-0.032250011003225554,0.7871019767919395,0.03676708620690848
9,09_grimm_pg19068_the_wolf_and_the_seven_kids.txt,The Wolf and the Seven Kids,5383,1043,11,0.7886809005120325,0.0015789237200930506,0.7871019767919395,0.03676708620690848
10,10_grimm_pg19068_the_frog_prince.txt,The Frog Prince,7273,1412,15,0.8017860637174433,0.014684086925503825,0.7871019767919395,0.03676708620690848
